,keyword,threshold,threshold_relax,algo,modularity,performance,coverage,nodes
395,gasoline,2.75,5.0,louvain,0.7889273356401384,0.9803921568627451,1.0,18
396,gasoline,2.75,5.25,greedy,0.7889273356401383,0.9803921568627451,1.0,18
397,gasoline,2.75,5.25,louvain,0.7889273356401384,0.9803921568627451,1.0,18
398,gasoline,2.75,5.5,greedy,0.7889273356401383,0.9803921568627451,1.0,18
399,gasoline,2.75,5.5,louvain,0.7889273356401384,0.9803921568627451,1.0,18
400,gasoline,2.75,5.75,greedy,0.7889273356401383,0.9803921568627451,1.0,18
401,gasoline,2.75,5.75,louvain,0.7889273356401384,0.9803921568627451,1.0,18
402,gasoline,2.75,6.0,greedy,0.7889273356401383,0.9803921568627451,1.0,18
403,gasoline,2.75,6.0,louvain,0.7889273356401384,0.9803921568627451,1.0,18
404,gasoline,2.75,6.25,greedy,0.7889273356401383,0.9803921568627451,1.0,18
405,gasoline,2.75,6.25,louvain,0.7889273356401384,0.9803921568627451,1.0,18
406,gasoline,2.75,6.5,greedy,0.7889273356401383,0.9803921568627451,1.0,18
407,gasoline,2.75,6.5,louvain,0.7889273356401384,0.9803921568627451,1.0,18
408,gasoline,2.75,6.75,greedy,0.7889273356401383,0.9803921568627451,1.0,18
409,gasoline,2.75,6.75,louvain,0.7889273356401384,0.9803921568627451,1.0,18
410,gasoline,3.0,3.25,greedy,0.7977839335180054,0.9894736842105263,1.0,20
411,gasoline,3.0,3.25,louvain,0.7977839335180054,0.9894736842105263,1.0,20
412,gasoline,3.0,3.5,greedy,0.7977839335180054,0.9894736842105263,1.0,20
413,gasoline,3.0,3.5,louvain,0.7977839335180054,0.9894736842105263,1.0,20
414,gasoline,3.0,3.75,greedy,0.7977839335180054,0.9894736842105263,1.0,20
415,gasoline,3.0,3.75,louvain,0.7977839335180054,0.9894736842105263,1.0,20
416,gasoline,3.0,4.0,greedy,0.7977839335180054,0.9894736842105263,1.0,20
417,gasoline,3.0,4.0,louvain,0.7977839335180054,0.9894736842105263,1.0,20
418,gasoline,3.0,4.25,greedy,0.7977839335180054,0.9894736842105263,1.0,20
419,gasoline,3.0,4.25,louvain,0.7977839335180054,0.9894736842105263,1.0,20
420,gasoline,3.0,4.5,greedy,0.7977839335180054,0.9894736842105263,1.0,20
421,gasoline,3.0,4.5,louvain,0.7977839335180054,0.9894736842105263,1.0,20
422,gasoline,3.0,4.75,greedy,0.7977839335180054,0.9894736842105263,1.0,20
423,gasoline,3.0,4.75,louvain,0.7977839335180054,0.9894736842105263,1.0,20
424,gasoline,3.0,5.0,greedy,0.7977839335180054,0.9894736842105263,1.0,20
425,gasoline,3.0,5.0,louvain,0.7977839335180054,0.9894736842105263,1.0,20
426,gasoline,3.0,5.25,greedy,0.7977839335180054,0.9894736842105263,1.0,20
427,gasoline,3.0,5.25,louvain,0.7977839335180054,0.9894736842105263,1.0,20
428,gasoline,3.0,5.5,greedy,0.7977839335180054,0.9894736842105263,1.0,20
429,gasoline,3.0,5.5,louvain,0.7977839335180054,0.9894736842105263,1.0,20
430,gasoline,3.0,5.75,greedy,0.7977839335180054,0.9894736842105263,1.0,20
431,gasoline,3.0,5.75,louvain,0.7977839335180054,0.9894736842105263,1.0,20
432,gasoline,3.0,6.0,greedy,0.7977839335180054,0.9894736842105263,1.0,20
433,gasoline,3.0,6.0,louvain,0.7977839335180054,0.9894736842105263,1.0,20
434,gasoline,3.0,6.25,greedy,0.7977839335180054,0.9894736842105263,1.0,20
435,gasoline,3.0,6.25,louvain,0.7977839335180054,0.9894736842105263,1.0,20
436,gasoline,3.0,6.5,greedy,0.7977839335180054,0.9894736842105263,1.0,20
437,gasoline,3.0,6.5,louvain,0.7977839335180054,0.9894736842105263,1.0,20
438,gasoline,3.0,6.75,greedy,0.7977839335180054,0.9894736842105263,1.0,20
439,gasoline,3.0,6.75,louvain,0.7977839335180054,0.9894736842105263,1.0,20
440,gasoline,3.25,3.5,greedy,0.7949999999999998,0.9947368421052631,1.0,20
441,gasoline,3.25,3.5,louvain,0.795,0.9947368421052631,1.0,20
442,gasoline,3.25,3.75,greedy,0.7949999999999998,0.9947368421052631,1.0,20
443,gasoline,3.25,3.75,louvain,0.795,0.9947368421052631,1.0,20
444,gasoline,3.25,4.0,greedy,0.7949999999999998,0.9947368421052631,1.0,20
445,gasoline,3.25,4.0,louvain,0.795,0.9947368421052631,1.0,20
446,gasoline,3.25,4.25,greedy,0.7949999999999998,0.9947368421052631,1.0,20
447,gasoline,3.25,4.25,louvain,0.795,0.9947368421052631,1.0,20
448,gasoline,3.25,4.5,greedy,0.7949999999999998,0.9947368421052631,1.0,20
449,gasoline,3.25,4.5,louvain,0.795,0.9947368421052631,1.0,20
450,gasoline,3.25,4.75,greedy,0.7949999999999998,0.9947368421052631,1.0,20
451,gasoline,3.25,4.75,louvain,0.795,0.9947368421052631,1.0,20
452,gasoline,3.25,5.0,greedy,0.7949999999999998,0.9947368421052631,1.0,20
453,gasoline,3.25,5.0,louvain,0.795,0.9947368421052631,1.0,20
454,gasoline,3.25,5.25,greedy,0.7949999999999998,0.9947368421052631,1.0,20
455,gasoline,3.25,5.25,louvain,0.795,0.9947368421052631,1.0,20
456,gasoline,3.25,5.5,greedy,0.7949999999999998,0.9947368421052631,1.0,20
457,gasoline,3.25,5.5,louvain,0.795,0.9947368421052631,1.0,20
458,gasoline,3.25,5.75,greedy,0.7949999999999998,0.9947368421052631,1.0,20
459,gasoline,3.25,5.75,louvain,0.795,0.9947368421052631,1.0,20
460,gasoline,3.25,6.0,greedy,0.7949999999999998,0.9947368421052631,1.0,20
461,gasoline,3.25,6.0,louvain,0.795,0.9947368421052631,1.0,20
462,gasoline,3.25,6.25,greedy,0.7949999999999998,0.9947368421052631,1.0,20
463,gasoline,3.25,6.25,louvain,0.795,0.9947368421052631,1.0,20
464,gasoline,3.25,6.5,greedy,0.7949999999999998,0.9947368421052631,1.0,20
465,gasoline,3.25,6.5,louvain,0.795,0.9947368421052631,1.0,20
466,gasoline,3.25,6.75,greedy,0.7949999999999998,0.9947368421052631,1.0,20
467,gasoline,3.25,6.75,louvain,0.795,0.9947368421052631,1.0,20
468,gasoline,3.5,3.75,greedy,0.7949999999999998,0.9947368421052631,1.0,20
469,gasoline,3.5,3.75,louvain,0.795,0.9947368421052631,1.0,20
470,gasoline,3.5,4.0,greedy,0.7949999999999998,0.9947368421052631,1.0,20
471,gasoline,3.5,4.0,louvain,0.795,0.9947368421052631,1.0,20
472,gasoline,3.5,4.25,greedy,0.7949999999999998,0.9947368421052631,1.0,20
473,gasoline,3.5,4.25,louvain,0.795,0.9947368421052631,1.0,20
474,gasoline,3.5,4.5,greedy,0.7949999999999998,0.9947368421052631,1.0,20
475,gasoline,3.5,4.5,louvain,0.795,0.9947368421052631,1.0,20
476,gasoline,3.5,4.75,greedy,0.7949999999999998,0.9947368421052631,1.0,20
477,gasoline,3.5,4.75,louvain,0.795,0.9947368421052631,1.0,20
478,gasoline,3.5,5.0,greedy,0.7949999999999998,0.9947368421052631,1.0,20
479,gasoline,3.5,5.0,louvain,0.795,0.9947368421052631,1.0,20
480,gasoline,3.5,5.25,greedy,0.7949999999999998,0.9947368421052631,1.0,20
481,gasoline,3.5,5.25,louvain,0.795,0.9947368421052631,1.0,20
482,gasoline,3.5,5.5,greedy,0.7949999999999998,0.9947368421052631,1.0,20
483,gasoline,3.5,5.5,louvain,0.795,0.9947368421052631,1.0,20
484,gasoline,3.5,5.75,greedy,0.7949999999999998,0.9947368421052631,1.0,20
485,gasoline,3.5,5.75,louvain,0.795,0.9947368421052631,1.0,20
486,gasoline,3.5,6.0,greedy,0.7949999999999998,0.9947368421052631,1.0,20
487,gasoline,3.5,6.0,louvain,0.795,0.9947368421052631,1.0,20
488,gasoline,3.5,6.25,greedy,0.7949999999999998,0.9947368421052631,1.0,20
489,gasoline,3.5,6.25,louvain,0.795,0.9947368421052631,1.0,20
490,gasoline,3.5,6.5,greedy,0.7949999999999998,0.9947368421052631,1.0,20
491,gasoline,3.5,6.5,louvain,0.795,0.9947368421052631,1.0,20
492,gasoline,3.5,6.75,greedy,0.7949999999999998,0.9947368421052631,1.0,20
493,gasoline,3.5,6.75,louvain,0.795,0.9947368421052631,1.0,20
494,gasoline,3.75,4.0,greedy,0.803840877914952,0.9656084656084656,1.0,28
495,gasoline,3.75,4.0,louvain,0.803840877914952,0.9656084656084656,1.0,28
496,gasoline,3.75,4.25,greedy,0.803840877914952,0.9656084656084656,1.0,28
497,gasoline,3.75,4.25,louvain,0.803840877914952,0.9656084656084656,1.0,28
498,gasoline,3.75,4.5,greedy,0.803840877914952,0.9656084656084656,1.0,28
499,gasoline,3.75,4.5,louvain,0.803840877914952,0.9656084656084656,1.0,28
500,gasoline,3.75,4.75,greedy,0.803840877914952,0.9656084656084656,1.0,28
501,gasoline,3.75,4.75,louvain,0.803840877914952,0.9656084656084656,1.0,28
502,gasoline,3.75,5.0,greedy,0.803840877914952,0.9656084656084656,1.0,28
503,gasoline,3.75,5.0,louvain,0.803840877914952,0.9656084656084656,1.0,28
504,gasoline,3.75,5.25,greedy,0.803840877914952,0.9656084656084656,1.0,28
505,gasoline,3.75,5.25,louvain,0.803840877914952,0.9656084656084656,1.0,28
506,gasoline,3.75,5.5,greedy,0.803840877914952,0.9656084656084656,1.0,28
507,gasoline,3.75,5.5,louvain,0.803840877914952,0.9656084656084656,1.0,28
508,gasoline,3.75,5.75,greedy,0.803840877914952,0.9656084656084656,1.0,28
509,gasoline,3.75,5.75,louvain,0.803840877914952,0.9656084656084656,1.0,28
510,gasoline,3.75,6.0,greedy,0.803840877914952,0.9656084656084656,1.0,28
511,gasoline,3.75,6.0,louvain,0.803840877914952,0.9656084656084656,1.0,28
512,gasoline,3.75,6.25,greedy,0.803840877914952,0.9656084656084656,1.0,28
513,gasoline,3.75,6.25,louvain,0.803840877914952,0.9656084656084656,1.0,28
514,gasoline,3.75,6.5,greedy,0.803840877914952,0.9656084656084656,1.0,28
515,gasoline,3.75,6.5,louvain,0.803840877914952,0.9656084656084656,1.0,28
516,gasoline,3.75,6.75,greedy,0.803840877914952,0.9656084656084656,1.0,28
517,gasoline,3.75,6.75,louvain,0.803840877914952,0.9656084656084656,1.0,28
518,gasoline,4.0,4.25,greedy,0.7408163265306122,0.9161290322580645,0.9714285714285714,31
519,gasoline,4.0,4.25,louvain,0.7408163265306121,0.9161290322580645,0.9714285714285714,31
520,gasoline,4.0,4.5,greedy,0.7408163265306122,0.9161290322580645,0.9714285714285714,31
521,gasoline,4.0,4.5,louvain,0.7408163265306121,0.9161290322580645,0.9714285714285714,31
522,gasoline,4.0,4.75,greedy,0.7408163265306122,0.9161290322580645,0.9714285714285714,31
523,gasoline,4.0,4.75,louvain,0.7408163265306121,0.9161290322580645,0.9714285714285714,31
524,gasoline,4.0,5.0,greedy,0.7408163265306122,0.9161290322580645,0.9714285714285714,31
525,gasoline,4.0,5.0,louvain,0.7408163265306121,0.9161290322580645,0.9714285714285714,31
526,gasoline,4.0,5.25,greedy,0.7408163265306122,0.9161290322580645,0.9714285714285714,31
527,gasoline,4.0,5.25,louvain,0.7408163265306121,0.9161290322580645,0.9714285714285714,31
528,gasoline,4.0,5.5,greedy,0.7408163265306122,0.9161290322580645,0.9714285714285714,31
529,gasoline,4.0,5.5,louvain,0.7408163265306121,0.9161290322580645,0.9714285714285714,31
530,gasoline,4.0,5.75,greedy,0.7408163265306122,0.9161290322580645,0.9714285714285714,31
531,gasoline,4.0,5.75,louvain,0.7408163265306121,0.9161290322580645,0.9714285714285714,31
532,gasoline,4.0,6.0,greedy,0.7408163265306122,0.9161290322580645,0.9714285714285714,31
533,gasoline,4.0,6.0,louvain,0.7408163265306121,0.9161290322580645,0.9714285714285714,31
534,gasoline,4.0,6.25,greedy,0.7408163265306122,0.9161290322580645,0.9714285714285714,31
535,gasoline,4.0,6.25,louvain,0.7408163265306121,0.9161290322580645,0.9714285714285714,31
536,gasoline,4.0,6.5,greedy,0.7408163265306122,0.9161290322580645,0.9714285714285714,31
537,gasoline,4.0,6.5,louvain,0.7408163265306121,0.9161290322580645,0.9714285714285714,31
538,gasoline,4.0,6.75,greedy,0.7408163265306122,0.9161290322580645,0.9714285714285714,31
539,gasoline,4.0,6.75,louvain,0.7408163265306121,0.9161290322580645,0.9714285714285714,31
540,gasoline,4.25,4.5,greedy,0.5580293019247342,0.8984126984126984,0.7796610169491526,36
541,gasoline,4.25,4.5,louvain,0.5580293019247343,0.8984126984126984,0.7796610169491526,36
542,gasoline,4.25,4.75,greedy,0.5580293019247342,0.8984126984126984,0.7796610169491526,36
543,gasoline,4.25,4.75,louvain,0.5580293019247343,0.8984126984126984,0.7796610169491526,36
544,gasoline,4.25,5.0,greedy,0.5580293019247342,0.8984126984126984,0.7796610169491526,36
545,gasoline,4.25,5.0,louvain,0.5580293019247342,0.8984126984126984,0.7796610169491526,36
546,gasoline,4.25,5.25,greedy,0.5580293019247342,0.8984126984126984,0.7796610169491526,36
547,gasoline,4.25,5.25,louvain,0.5580293019247343,0.8984126984126984,0.7796610169491526,36
548,gasoline,4.25,5.5,greedy,0.5580293019247342,0.8984126984126984,0.7796610169491526,36
549,gasoline,4.25,5.5,louvain,0.5580293019247343,0.8984126984126984,0.7796610169491526,36
550,gasoline,4.25,5.75,greedy,0.5580293019247342,0.8984126984126984,0.7796610169491526,36
551,gasoline,4.25,5.75,louvain,0.5580293019247342,0.8984126984126984,0.7796610169491526,36
552,gasoline,4.25,6.0,greedy,0.5580293019247342,0.8984126984126984,0.7796610169491526,36
553,gasoline,4.25,6.0,louvain,0.5580293019247342,0.8984126984126984,0.7796610169491526,36
554,gasoline,4.25,6.25,greedy,0.5580293019247342,0.8984126984126984,0.7796610169491526,36
555,gasoline,4.25,6.25,louvain,0.5580293019247343,0.8984126984126984,0.7796610169491526,36
556,gasoline,4.25,6.5,greedy,0.5580293019247342,0.8984126984126984,0.7796610169491526,36
557,gasoline,4.25,6.5,louvain,0.5580293019247343,0.8984126984126984,0.7796610169491526,36
558,gasoline,4.25,6.75,greedy,0.5580293019247342,0.8984126984126984,0.7796610169491526,36
559,gasoline,4.25,6.75,louvain,0.5580293019247343,0.8984126984126984,0.7796610169491526,36
560,gasoline,4.5,4.75,greedy,0.29532047193877553,0.8228228228228228,0.5446428571428571,37
561,gasoline,4.5,4.75,louvain,0.31533003826530615,0.8348348348348348,0.5625,37
562,gasoline,4.5,5.0,greedy,0.29532047193877553,0.8228228228228228,0.5446428571428571,37
563,gasoline,4.5,5.0,louvain,0.31533003826530615,0.8348348348348348,0.5625,37
564,gasoline,4.5,5.25,greedy,0.29532047193877553,0.8228228228228228,0.5446428571428571,37
565,gasoline,4.5,5.25,louvain,0.3155691964285714,0.8333333333333334,0.5625,37
566,gasoline,4.5,5.5,greedy,0.29532047193877553,0.8228228228228228,0.5446428571428571,37
567,gasoline,4.5,5.5,louvain,0.3155691964285714,0.8333333333333334,0.5625,37
568,gasoline,4.5,5.75,greedy,0.29532047193877553,0.8228228228228228,0.5446428571428571,37
569,gasoline,4.5,5.75,louvain,0.3155691964285714,0.8333333333333334,0.5625,37
570,gasoline,4.5,6.0,greedy,0.29532047193877553,0.8228228228228228,0.5446428571428571,37
571,gasoline,4.5,6.0,louvain,0.3155691964285714,0.8333333333333334,0.5625,37
572,gasoline,4.5,6.25,greedy,0.29532047193877553,0.8228228228228228,0.5446428571428571,37
573,gasoline,4.5,6.25,louvain,0.31533003826530615,0.8348348348348348,0.5625,37
574,gasoline,4.5,6.5,greedy,0.29532047193877553,0.8228228228228228,0.5446428571428571,37
575,gasoline,4.5,6.5,louvain,0.3155691964285714,0.8333333333333334,0.5625,37
576,gasoline,4.5,6.75,greedy,0.29532047193877553,0.8228228228228228,0.5446428571428571,37
577,gasoline,4.5,6.75,louvain,0.3155691964285714,0.8333333333333334,0.5625,37
578,gasoline,4.75,5.0,greedy,0.10846131012826321,0.6984352773826458,0.4426877470355731,38
579,gasoline,4.75,5.0,louvain,0.11317158524582478,0.7083926031294452,0.45454545454545453,38
580,gasoline,4.75,5.25,greedy,0.10846131012826321,0.6984352773826458,0.4426877470355731,38
581,gasoline,4.75,5.25,louvain,0.11656954490774733,0.7197724039829303,0.40711462450592883,38
582,gasoline,4.75,5.5,greedy,0.10846131012826321,0.6984352773826458,0.4426877470355731,38
583,gasoline,4.75,5.5,louvain,0.11412457623146746,0.7197724039829303,0.3952569169960474,38
584,gasoline,4.75,5.75,greedy,0.10846131012826321,0.6984352773826458,0.4426877470355731,38
585,gasoline,4.75,5.75,louvain,0.11227327407083376,0.7140825035561877,0.4268774703557312,38
586,gasoline,4.75,6.0,greedy,0.10846131012826321,0.6984352773826458,0.4426877470355731,38
587,gasoline,4.75,6.0,louvain,0.11630395725601088,0.705547652916074,0.4505928853754941,38
588,gasoline,4.75,6.25,greedy,0.10846131012826321,0.6984352773826458,0.4426877470355731,38
589,gasoline,4.75,6.25,louvain,0.11364808073864612,0.7226173541963016,0.41106719367588934,38
590,gasoline,4.75,6.5,greedy,0.10846131012826321,0.6984352773826458,0.4426877470355731,38
591,gasoline,4.75,6.5,louvain,0.116577356309269,0.7140825035561877,0.391304347826087,38
592,gasoline,4.75,6.75,greedy,0.10846131012826321,0.6984352773826458,0.4426877470355731,38
593,gasoline,4.75,6.75,louvain,0.11274195816213345,0.7197724039829303,0.4189723320158103,38
594,gasoline,5.0,5.25,greedy,0.0568423322952613,0.6294871794871795,0.47706422018348627,40
595,gasoline,5.0,5.25,louvain,0.06736333221109332,0.6474358974358975,0.5229357798165137,40
596,gasoline,5.0,5.5,greedy,0.0568423322952613,0.6294871794871795,0.47706422018348627,40
597,gasoline,5.0,5.5,louvain,0.06345215049238279,0.6230769230769231,0.37844036697247707,40
598,gasoline,5.0,5.75,greedy,0.0568423322952613,0.6294871794871795,0.47706422018348627,40
599,gasoline,5.0,5.75,louvain,0.06736333221109332,0.6474358974358975,0.5229357798165137,40
600,gasoline,5.0,6.0,greedy,0.0568423322952613,0.6294871794871795,0.47706422018348627,40
601,gasoline,5.0,6.0,louvain,0.0694201876946385,0.6487179487179487,0.4793577981651376,40
602,gasoline,5.0,6.25,greedy,0.0568423322952613,0.6294871794871795,0.47706422018348627,40
603,gasoline,5.0,6.25,louvain,0.06489352748085177,0.6307692307692307,0.4036697247706422,40
604,gasoline,5.0,6.5,greedy,0.0568423322952613,0.6294871794871795,0.47706422018348627,40
605,gasoline,5.0,6.5,louvain,0.06345215049238279,0.6230769230769231,0.37844036697247707,40
606,gasoline,5.0,6.75,greedy,0.0568423322952613,0.6294871794871795,0.47706422018348627,40
607,gasoline,5.0,6.75,louvain,0.06767107145863144,0.6294871794871795,0.4151376146788991,40
608,gasoline,5.25,5.5,greedy,0.027209910741766652,0.6820512820512821,0.6263157894736842,40
609,gasoline,5.25,5.5,louvain,0.022671591258848878,0.6243589743589744,0.5578947368421052,40
610,gasoline,5.25,5.75,greedy,0.027209910741766652,0.6820512820512821,0.6263157894736842,40
611,gasoline,5.25,5.75,louvain,0.024056632810095416,0.5102564102564102,0.36140350877192984,40
612,gasoline,5.25,6.0,greedy,0.027209910741766652,0.6820512820512821,0.6263157894736842,40
613,gasoline,5.25,6.0,louvain,0.030390889504462865,0.6128205128205129,0.5368421052631579,40
614,gasoline,5.25,6.25,greedy,0.027209910741766652,0.6820512820512821,0.6263157894736842,40
615,gasoline,5.25,6.25,louvain,0.029789165897199113,0.5756410256410256,0.44912280701754387,40
616,gasoline,5.25,6.5,greedy,0.027209910741766652,0.6820512820512821,0.6263157894736842,40
617,gasoline,5.25,6.5,louvain,0.030390889504462865,0.6128205128205129,0.5368421052631579,40
618,gasoline,5.25,6.75,greedy,0.027209910741766652,0.6820512820512821,0.6263157894736842,40
619,gasoline,5.25,6.75,louvain,0.019059710680209285,0.5269230769230769,0.38596491228070173,40
620,gasoline,5.5,5.75,greedy,0.007262578837204433,0.6306620209059234,0.5386949924127465,42
621,gasoline,5.5,5.75,louvain,0.006768659001890412,0.6202090592334495,0.5250379362670713,42
622,gasoline,5.5,6.0,greedy,0.007262578837204433,0.6306620209059234,0.5386949924127465,42
623,gasoline,5.5,6.0,louvain,0.0060559867919617845,0.9465737514518002,1.0,42
624,gasoline,5.5,6.25,greedy,0.007262578837204433,0.6306620209059234,0.5386949924127465,42
625,gasoline,5.5,6.25,louvain,0.006768659001890412,0.6202090592334495,0.5250379362670713,42
626,gasoline,5.5,6.5,greedy,0.007262578837204433,0.6306620209059234,0.5386949924127465,42
627,gasoline,5.5,6.5,louvain,0.006768659001890412,0.6202090592334495,0.5250379362670713,42
628,gasoline,5.5,6.75,greedy,0.007262578837204433,0.6306620209059234,0.5386949924127465,42
629,gasoline,5.5,6.75,louvain,0.006768659001890412,0.6202090592334495,0.5250379362670713,42
630,gasoline,5.75,6.0,greedy,0.011407952315662379,0.9873150105708245,1.0,44
631,gasoline,5.75,6.0,louvain,0.01140795231566238,0.9873150105708245,1.0,44
632,gasoline,5.75,6.25,greedy,0.011407952315662379,0.9873150105708245,1.0,44
633,gasoline,5.75,6.25,louvain,0.01140795231566238,0.9873150105708245,1.0,44
634,gasoline,5.75,6.5,greedy,0.011407952315662379,0.9873150105708245,1.0,44
635,gasoline,5.75,6.5,louvain,0.01140795231566238,0.9873150105708245,1.0,44
636,gasoline,5.75,6.75,greedy,0.011407952315662379,0.9873150105708245,1.0,44
637,gasoline,5.75,6.75,louvain,0.01140795231566238,0.9873150105708245,1.0,44
638,gasoline,6.0,6.25,greedy,0.019606867973923765,0.9929078014184397,1.0,48
639,gasoline,6.0,6.25,louvain,0.019606867973923765,0.9929078014184397,1.0,48
640,gasoline,6.0,6.5,greedy,0.019606867973923765,0.9929078014184397,1.0,48
641,gasoline,6.0,6.5,louvain,0.019606867973923765,0.9929078014184397,1.0,48
642,gasoline,6.0,6.75,greedy,0.019606867973923765,0.9929078014184397,1.0,48
643,gasoline,6.0,6.75,louvain,0.019606867973923765,0.9929078014184397,1.0,48
644,gasoline,6.25,6.5,greedy,0.019579448522118615,0.9937943262411347,1.0,48
645,gasoline,6.25,6.5,louvain,0.019579448522118615,0.9937943262411347,1.0,48
646,gasoline,6.25,6.75,greedy,0.019579448522118615,0.9937943262411347,1.0,48
647,gasoline,6.25,6.75,louvain,0.019579448522118615,0.9937943262411347,1.0,48
648,gasoline,6.5,6.75,greedy,0.02779083697078289,0.995475113122172,1.0,52
649,gasoline,6.5,6.75,louvain,0.027790836970782887,0.995475113122172,1.0,52
